sample_name,toggle,protocol,batch,cell_line,expected_cell_number,material,organism,species_mixing,flowcell,variables,annotation
bw_scifi8_2,1,bw_scifi8_2,bw_scifi8_2,bacteria,600000,cells,bacteria,0,10x,"plate_well,treatment",/Genomics/grid/users/bw21/gitrepos/scBactoSeq/data/Barcodes/bw_scifi8_2plate_anno.csv
