Name,10k_1x_MLAB,10k_1x_MLAB2,10k_1x_NEB,10k_2x_MLAB,1k_1x_MLAB,IVT_DAY1,IVT_DAY2,MicrobeExpress_Bead,MicrobeExpress_RNASE
ecpB,95.73848688942618,193.95639390853086,68.36497146746594,143.94748312169807,133.47590043232844,122.79737917848206,155.11664107224172,119.13136185332932,202.11914501996293
ecpC,62.076866103216865,107.09689158218318,56.683706227585596,139.46163569713292,109.08156043475397,78.29267731659954,149.05367275189363,209.29351083522025,170.65371597774933
ecpD,46.22999164161972,114.3976541881734,60.48563914296767,127.96024075339662,68.28287461115782,60.81952064971771,100.64116369833026,123.05250605645473,122.53239699922824
ecpE,121.32544388715033,282.3870022302659,97.55225176833387,195.0628818940231,389.33286906695645,210.9971793123422,257.26608763152274,227.04900187224592,293.2949087775519
ecpR,43.54835345548608,268.7693549145931,38.461484115547506,82.40127916850498,323.7685909689186,46.10575856501759,67.44283179582648,250.30957347019626,179.6419279890387
eda,212.01380533826242,373.65694453989227,296.726923744193,232.2670464639264,168.8942384976493,312.90956627598996,170.0883341960206,193.55714120489753,161.60062626186772
edd,203.31287907487618,181.16715788779473,167.51341849288647,229.69443035377805,228.09604441903022,167.93616153186966,271.5712390682215,190.6310467689121,307.5593464309821
efeB,66.10531969481657,165.16975602147625,41.24694359048355,157.02447320263502,177.5076572090444,68.29438774407124,76.58294413133848,191.31266963825271,154.56108954711135
efeO,61.62001845291405,120.4150248871967,37.44135363517354,96.01434335478224,61.06826721147795,55.01558360487863,84.26649817948731,129.1790457021921,105.92433957379181
efp,173.09763017581818,176.80314954452274,150.06305131755914,168.02823774286853,731.1916767825402,255.50030365163775,204.74069065547292,230.248386887446,118.32471957473899
elaA,200.77297845822437,184.59063782151577,142.10240959016937,135.10222532044895,665.4355581572013,172.21558438776842,132.3117701579282,258.5624751539295,158.31614600083105
elaB,96.86542954555848,172.5698346962736,104.13148924927333,210.47826324810217,508.59178531679675,214.16147580574508,140.47485049644763,288.25171947819695,245.8072271032233
elaD,61.19731553318803,99.60432628171506,50.144831504629906,126.82425576444736,230.50079736257518,66.5047960970578,61.98288213761961,200.93616499773808,220.13551977277743
elbB,247.21285605455293,242.23105237183356,152.25647797342143,239.01747964420144,161.89419666461123,225.8566197444599,132.98205923890293,139.67676072805367,160.48622438963375
elfA,178.61774467561725,171.78542635674506,216.57404779135865,222.02953747534977,292.9266348218053,135.26526145774397,259.17065440429866,311.2755989585309,238.23523436027344
elfC,47.92135880986905,110.25144204722605,53.83471262151834,138.57837165555057,191.76411577518564,70.1922515951876,80.36713512117399,178.23333598022933,123.0531919859544
elfD,50.98302388250481,170.75966160505394,90.87912299479298,195.41413261340418,441.5705475291483,120.31369209202708,104.8620101582041,362.19340659048834,173.89792747968679
elfG,94.34944436255698,172.43800136189904,76.30324643265719,146.46699773266687,195.33736016851208,66.16370797250661,96.23823079179829,274.5254471220924,229.90442784564206
elyC,45.39752850541572,204.54955930782077,48.24712966741862,84.77065072769473,86.67866303349948,53.53941227549682,79.43274545846971,113.08336687221572,125.47252727783632
emrA,56.723264610746625,165.62852304724885,141.32688252309546,74.32084250266367,97.87582468676771,69.14853690359713,81.79532955138117,110.98124720407473,91.09976992491275
emrB,48.26171907864288,143.21186175485542,41.855231084112546,96.89112659508821,37.299656386477764,52.20929331415944,63.144601928930875,121.47516281515249,92.13020759074902
emrD,45.099830603144945,116.64847054153175,67.5138851347182,84.3343082847453,143.1740228181711,51.98388141759176,96.40298767457502,160.10465699032596,71.49975388109473
emrE,49.79662981741052,149.67359127219794,94.45104558420807,132.44324874449555,53.63085729082748,106.58886857075964,111.3924968243893,214.90260779047625,171.87415556506215
emrK,25.702055615487566,148.47151663653156,45.42796372665931,140.24489527713538,120.55095131093586,45.18400187309329,56.77301577027705,216.84760262243276,79.32591566452405
emrY,74.21081082511319,151.28530431374543,80.98853349431157,112.2671333454587,90.34805658057947,64.22715716828708,90.31516165584665,184.43558350272906,142.801821765661
emtA,242.27647063492833,163.8029179603666,367.265478785422,283.103350886425,231.36757446788707,235.7185736413989,432.8585509483561,222.68502856963434,405.44065619899476
endA,56.894232086406916,80.36861716016747,67.02399570122812,152.97200466694122,210.8062783401866,78.69324410697136,76.24511987923073,239.2418599144272,155.3283307679749
eno,1084.8743511148994,874.3345057506768,1109.2342147690622,706.7605665324677,573.5015989806335,1134.4705172673914,457.2167895032939,529.9792170318115,438.0720533485397
entA,26.083234714601474,131.9318122869649,20.96040986342872,100.81956610567703,181.01568183702702,40.00949409238208,52.87434414935174,125.50537092685609,66.4336496904377
entB,61.080311080013885,113.87634355672726,77.63721927238896,116.63558978848228,89.20617121800974,64.01901445733492,95.31532824261652,139.6569882469903,102.57872853263521
entC,58.7230250507834,172.28968886072767,55.24199320813294,104.75194518959145,144.26974238055507,57.86151797795126,91.71491762575049,186.48861404567472,117.92173590166597
entD,53.126929788593024,158.2458563222746,19.46285706108357,135.52394910071348,71.89643912176147,36.89219719901017,44.35390477779395,142.63262247202977,162.61030489294026
entE,44.60368518095803,108.59016007551192,60.360556954548926,132.24187452509554,140.15502170695498,62.42757666304414,105.56767006588981,250.80191888356293,89.08598149172238
entF,52.99430269908785,109.65955843949659,69.7873973362054,127.19783760433994,87.73778524664682,55.80715122667358,132.2401878962511,133.89990491873084,137.81344700927718
entH,82.27720330610374,138.46512428199026,55.236915352336624,129.06253832451807,36.975311548334474,77.09366125640332,79.68290306219123,215.7355636346254,170.82435282845694
entS,46.72464348155229,102.48097443048817,68.56313294560348,100.66498958021721,167.23126518023696,69.4002550908314,98.78079434665604,115.73891492011764,119.42170021308674
envC,122.88652245744727,236.5551435349568,59.57103453635307,201.47057490918672,234.88126478799134,106.09527057324266,137.22090206160732,178.01852972027254,140.80031708159018
envR,62.110592801670634,89.4438468602652,50.75374310226519,118.86926737383601,0.0,56.48214746525145,56.81443921041573,167.3449750236267,55.81193273219076
envY,115.06403345555493,151.3846330853853,121.12389354979283,170.39573821003688,33.481581323294996,106.97791407158499,187.62781813358617,99.01024742736465,148.405362526942
envZ,93.17062612996186,157.15995024345173,98.72049732473496,203.28702571669808,267.7635643389366,180.29756575439822,187.9969315347123,176.7159225717901,188.88760266673566
epd,323.7202012574993,333.88110263696143,254.15713701465958,276.44605118624537,0.0,399.9173296172787,188.75482632763638,272.84203636143803,186.8134925984497
epmA,66.5848532709988,145.23585084031058,31.387317014169717,138.23272048950705,14.347781935166598,59.09534007434133,58.979966553229936,204.95823924621732,139.85063604218507
epmB,52.17213231125128,137.76314394518315,68.27249658945334,102.91886947039718,154.9621293024222,71.03399735569513,57.793032578887995,148.97524552528483,96.7907657703735
epmC,157.94443344067332,62.2383010380003,249.29896744309139,176.91065671217424,232.3585151944516,156.52410293557492,134.39578456253608,285.96329980608425,119.36958464112061
eptA,48.58351848882945,134.58042350815893,59.483114737283124,113.73316475179628,96.99271961812191,77.9959039237943,66.99060877104435,112.14200049203419,113.48708700615217
eptB,52.39130793577781,121.75018801830907,84.05533157554949,88.77830354527046,45.98968271481672,62.09308577481667,63.091452877280055,168.4136289569188,88.39802578999509
eptC,96.80566066677677,109.35575086368138,86.89065190653108,132.15709030481287,171.41063545633602,75.571771711189,101.5137988801642,137.03420626321977,112.68242053819164
era,92.39068004471588,172.36204440765675,93.76203559986449,114.9986287763312,94.33601837083349,134.5281507418879,61.5307933608064,181.03826390152574,143.71218607665503
erpA,55.87506626142705,194.3968493614149,115.8482332794952,142.15103707629848,229.24693159967376,110.6030523335109,140.9940420141055,168.83652806188073,175.4186508262883
essD,86.52596693186688,100.6657369061596,65.49361985469743,108.28385623440258,885.8668391788467,69.77037626424101,79.75996583111016,258.5402389589558,115.2751134001323
essQ,51.339806626856316,53.60123653444861,74.71359546531016,106.69611640691866,82.68090499002571,30.30430484204407,36.53203373252083,118.99699740163861,58.43807832090041
etk,49.57829865160172,131.67702029719413,63.66650520777146,117.77666219608287,117.56318107837018,71.4251361364578,112.72449274544428,133.28210101537871,115.75080162599255
etp,39.95636458797172,152.24892066553485,35.181429731030526,136.72038310435934,142.68996067310283,68.22370735783419,55.38589126169261,111.69434742348776,124.9458443900763
ettA,208.70754980656133,230.92078599645242,194.03805778980936,198.49260813059988,101.71535793736975,288.0556759738818,167.46404976178576,244.22684824618696,194.16392751658978
eutA,40.107301606410644,130.23189739608057,47.49387967058342,121.40102988607734,152.64167075081667,42.827192889471945,67.11047457394454,173.32600839021188,114.9056418828242
eutB,83.398386523498,180.58669525885577,116.01790971908207,106.86398317282003,39.33717065604746,145.63203888234847,103.78555710495507,180.57161713911376,127.08192567569652
eutC,77.37929430221057,173.6298459659067,86.07315535089269,130.22899536346395,48.842387889860746,82.05590525425886,123.99920213443164,154.09683116758958,101.64461012646801
eutD,36.4486725733963,122.45100096710645,35.38309834576316,83.90010670683111,0.0,60.79571179260046,63.096903811854325,121.64103840839815,82.6308334992099
eutE,33.26691519746453,120.37651056610694,49.0101621317452,113.82873224730793,181.7162747033532,57.22941767129015,80.13869311425884,141.58469530355453,146.68019237132222
eutG,31.52214691787723,73.44914451948834,30.116660145010908,90.93419011953296,139.59113829484858,49.1190282852018,55.89463823226172,191.76494545300037,126.48241609181184
eutH,51.97447142097759,140.84828473098833,47.46099240212222,93.2985425863503,160.1058111298297,51.05225131404342,70.67240004203991,167.88642535031272,170.0942076698774
eutJ,41.97574783600673,132.92769280612276,22.890973929797156,68.26256909905011,237.7552290957421,34.70710582059561,73.38806254727078,126.81230263827445,97.09552562376737
eutK,52.95737398546173,63.410254991826164,43.45172895656107,122.39477510836434,81.47853083704842,71.5048240138692,69.58168143562985,155.75775509634204,135.63808253368862
eutL,35.59327290358093,112.3130122506739,49.94394311955743,70.35708195534149,108.23682107785183,43.053896096942104,54.043419272231006,77.88894375379982,94.57799076692672
eutM,78.25819846687692,44.66325035274613,21.956648463274824,120.14978123082315,52.06727544561385,55.229487704532154,59.177915691472215,174.85273087587714,165.85501009610874
eutN,110.35659368389675,125.01507911235727,51.98158663224771,158.13888681739732,0.0,85.9796555983576,128.35446353191617,121.35125454447679,169.31032280644433
eutP,34.618383627361524,122.95600722109494,44.351261988981996,105.74347251042833,63.782412420876966,41.96793844985406,75.19592334188552,132.90851688204603,174.71384374707552
eutQ,33.90666356664654,82.06118013529094,47.053668633471936,97.90248043931548,132.6528805334478,60.60860968408814,79.19944945205015,109.57996883028592,116.26037077962062
eutR,49.08018257929679,142.53437007159195,55.76006470078795,131.25315907200314,67.84074255591852,65.80087976435885,128.4238968671601,169.81382990206168,130.7108123454492
eutS,36.19147917086801,96.23009451001619,45.78194785959431,109.00968015553806,45.55886601491211,58.51952554630603,53.173310554073446,153.54648534199103,85.42709296616947
eutT,24.534827382286192,143.4764806107756,26.99084985752202,79.85146451775789,50.77206958875778,36.2578753177806,34.99914918559163,75.66844396139845,68.8209632239596
evgA,77.29408589219527,238.76624578819226,94.57880448067411,70.70941233657119,336.02441665632745,90.05689956235807,55.957344049750134,192.7337927383901,87.44039089619793
evgS,54.88592436104091,157.0650020752091,60.87699744602149,114.81346940806512,199.12038602176952,71.79285947360054,96.51680821662592,215.16959864536213,115.4675593323529
exbB,56.26129943834936,98.1631007752829,75.96066042826568,73.06973103202681,114.54800598035048,70.14144938475583,45.11411763472137,130.57347816486364,63.98945070374692
exbD,31.059332796766046,137.21621939357988,27.404687099052932,39.60851806252816,74.86198640948001,44.01221345221861,53.87230242990164,243.95047638362067,107.96894424096901
exoX,47.10400662140121,91.3605007215566,26.205504091577733,86.4879961048972,0.0,73.93191660085759,61.81898608609322,132.2025302686651,119.9695750318119
exuR,274.9040733580797,323.6365836371322,294.04737553835963,304.022138642108,302.0840124952731,244.76365530677452,493.8479771974461,305.5758011107105,317.1178312648428
exuT,239.75050315742448,175.32341593434137,197.82453682517544,306.51812392386813,121.77088745479206,254.39405160381807,336.41226748082926,163.42093503962388,243.59521653838587
fabA,346.5291339844382,383.31723135110263,352.62685273358045,310.04428871671905,81.11058226932332,506.1499217655991,304.45050027453686,283.60942799861573,192.56940909039443
fabB,716.3075437996489,578.5348780335872,799.0468467337301,464.1786643754136,869.2377908954894,932.058669558125,474.17876710644816,542.9357638681165,377.68885434662513
fabD,399.10392455757193,258.2474681686464,422.7445991873829,340.0754327780889,448.53438412100576,526.6265272355457,260.1032520135386,248.34444145589595,404.57846251401276
fabF,395.1419709825929,409.48388970749505,496.5793160954306,324.5616336042759,484.78741807816306,439.13154107814046,253.50225962381614,291.66733551430724,196.58026584660243
fabG,878.2308939060632,637.3878050340287,892.8414158087413,556.8417433819974,1178.4560009190602,680.116622651498,305.23650597244443,364.80066153959984,363.46949021062125
fabH,187.90495968030854,170.49781266733035,191.11803705538193,250.41952388497154,208.59656892362278,170.8423469111813,240.2274302809817,156.03515608793663,186.32518329455348
fabI,225.01142070750686,135.64597445534952,180.51665372775398,203.07614985868713,354.0772704733094,243.9672057687736,168.24062416627243,197.80642662425183,192.63654881885228
fabR,922.1196876715202,902.2364858491827,971.5513786204122,495.99100435483706,432.45380336424387,939.8802924013836,455.37472312237423,490.22464247187224,493.47559183205584
fabZ,503.65032138023724,426.67685205406394,517.1552925981805,395.447495348387,615.444330376883,385.18366417650753,310.64407744748166,255.4763253567932,275.6743665851848
fadA,102.1552834047439,178.9178815677157,138.58478804405547,179.78452751703364,173.15500279207149,161.01023725834062,185.79595247897555,149.64867521636017,173.3583213117969
fadB,37.90640542547763,156.79570534794672,38.350220707043725,104.32625159044406,285.4190144861161,58.87472846407186,63.06014711006373,98.62197194725732,93.95711297682018
fadD,75.9160475814026,157.94243363175605,89.16075076926332,128.7188023556777,368.47016428193456,66.82847859150097,115.02591829941677,179.7613567855369,140.19669040745632
fadE,44.71958845680874,88.41196327495646,52.60710941166881,87.30192311787843,176.86902094623554,58.84629913285157,73.71625908142632,152.16825732966393,78.78311431150149
fadH,41.83555085839564,131.4029661195318,45.13569450942173,119.34518900578601,109.30517433196349,68.79964159515862,77.59774255399802,178.41344850785407,159.63804708606733
fadI,157.4220174711211,235.10710368751728,191.40416187523755,209.22414327129835,219.90580026114714,171.81094250715807,272.5750696015219,216.3702874243317,186.23393606520233
fadJ,113.17372339070731,116.31184917036825,121.85041507245872,132.41616924307198,97.53208053169065,117.64122268686431,147.6160511363154,180.00234040723188,141.55461477666594
fadK,66.493211450854,106.82894528816935,68.75366596551068,151.65687596614552,71.24431722496544,86.8820355382831,109.78522437736973,186.32943112610127,194.05660624413807
fadL,118.01425285460894,176.36026425641137,117.06659150674788,195.33675386290622,110.34690292053286,140.83673809531828,183.0176973850719,181.46884099914797,151.6370619223217
fadM,35.49881928243034,215.85973854694504,77.10643850036938,79.59232314135878,92.71628873210184,35.354139168756426,51.867299417657605,96.860865305342,45.936699324864755
fadR,84.83063375353456,199.23971824024315,80.88144121861663,175.47700573352162,62.01067874251927,96.58616229307302,107.7645760562555,275.06284363414744,115.75542637263288
fau,67.26796786776087,216.29095526015809,34.399004539312664,160.79379603712448,134.7679388127819,85.95654899916427,74.26829605257471,110.81498897079118,165.3536462706816
fbaA,715.8144502777511,667.1392927690031,852.3708486914746,634.0162679108744,295.2889463929489,986.3933767539445,453.70619575731257,487.1172051908803,481.9140157422198
fbaB,81.4940999511853,124.96898674197902,56.73831144992457,154.89826911822504,88.43525368896522,114.49497643362626,109.37643937333627,174.2040530122494,156.4917137753933
fbp,192.75445458489324,310.51263458453155,210.28074850225076,127.08784521827958,183.87722499712277,170.38473177060436,98.02199070708873,199.16899740099265,218.60730964619688
fcl,20.992488412351303,119.70753355413443,16.4928756264377,98.4122564374374,79.23281046071672,25.423573959640613,44.82851357685033,109.30346657974366,133.17497572934542
fdhD,84.83339525728641,210.09728403342922,70.15507118052942,133.72653027568072,91.77325528183735,131.50963008079958,97.31863456803082,234.8036607287444,107.18926911487124
fdhE,121.80396208342131,230.46423085244274,85.73038945965966,80.022087305189,126.19316005850926,104.59418283366568,66.34656942682454,206.58917107500073,129.5915387740197
fdnH,69.99064022705151,140.39579771900225,54.783144387921325,116.64236454654669,100.89873151325169,71.81296046920338,115.83970932006056,184.2893628336461,212.3797428236336
fdnI,182.2930697103124,216.9716645576584,202.8686313411381,246.14919908948698,23.406389879220903,135.31224487610376,112.81847970157844,182.6542255674548,229.49265695255698
fdoH,308.1631762382048,378.8614099689558,249.1389720731411,321.8353905193031,252.86936485796184,375.31166259447554,156.5874500834907,368.8084955917991,194.9336635238118
fdoI,360.40164024248804,115.21922496659431,408.79824197269824,272.9594379641959,64.183559668807,501.8759884393459,291.65059203904053,258.18487939022555,126.96574990061742
fdrA,37.61168110039847,129.34272764024166,60.68578340381477,156.13764927944638,157.54408823382082,62.469355857256986,110.77135462427722,150.77100027908045,180.27286169319254
fdx,187.6404814966878,276.50393968380195,64.99401526495977,181.47866228141075,0.0,190.0563171613578,73.4931113729515,83.10221966537866,133.28684986890298
feaB,58.728900290908534,176.1153603909425,90.23621923126039,124.60582166093717,393.7500926782138,69.49975177448879,90.9759894706494,218.57094532810905,114.46818760633138
feaR,40.9904998134831,153.50507571567982,61.54791665892479,104.85391761370553,74.62401453215186,55.642680167387866,99.46813104530206,164.71012285065535,79.58563292691254
fecA,64.79866772135411,176.53742268459845,63.26769826790388,131.39847994739605,197.51972878723188,59.04633524391914,113.76572732050879,251.40649461716157,135.50403652583293
fecB,48.35732523464816,170.74562925550958,24.18381963347341,104.51864464351216,141.26780159662673,52.82122515927639,78.22306283502897,186.96399582193928,98.23277935924897
fecC,68.85075692115579,135.9641121849428,65.3045802802021,144.87053128609938,65.12318385314765,84.57015304756483,113.45768646352647,124.0178701288709,280.3989244868083
fecD,26.74910265877634,146.50485538905642,60.994758120149164,113.38552809387284,241.2668056045712,34.464325693364984,54.42902300811948,104.72787773396057,92.87054590543575
fecE,89.87464980180397,119.13201656589341,103.18821841791373,154.5069319620279,519.8931012430857,92.10218230336358,76.54741165180157,184.19386850500942,120.00319422318462
fecI,62.07765209924747,146.87369943585665,57.22743482449288,94.87019217462472,117.30098836023349,34.071078900197094,81.53240951624595,267.8096652016039,159.0001564139756
fecR,31.61322601674877,112.18519270992742,66.51339594695777,109.2125342467045,276.7916010717302,48.74751274722841,85.72384867103246,132.58142455173746,113.28136143880927
feoA,78.33550425799719,128.80810628047215,59.33581400223737,173.88258068571145,139.87371144929156,80.3416453951866,103.45473930608324,178.42790977299848,145.61066955806186
feoB,62.14485902495946,120.09352485029609,90.44004945390141,125.42406153482189,95.04183762973052,96.70935718656284,92.82658555641349,175.598714586323,119.74314105130021
feoC,58.45194593361708,49.44751304875963,80.84280666346085,192.16877385405243,64.589784730002,67.01381747819696,86.51320063143766,77.24347486375376,99.95373756846918
fepA,100.12447368282305,137.91725744802585,120.00141085553635,174.76615739630108,255.5850350466199,103.09180905637557,193.426518356451,217.1795767780968,208.8686291661032
fepB,38.80605311495893,121.27592258791984,34.6593743200377,112.31044407275517,133.29657768208352,38.016802341757995,71.20889739404443,137.3828802008228,99.1944157628098
fepC,33.57267728567652,70.76978180893305,38.29188653697686,66.82516744498452,26.576005175365406,28.386966813392178,54.997884935830875,81.35406233700685,110.40134941446496
fepD,56.88986244158831,88.22837681622238,57.46659425361018,114.04427111895168,250.0524427246321,42.789972959887294,64.27356981202828,100.27793789413292,161.04105394406545
fepE,31.65231217048137,108.57207493156608,58.31748120210229,127.8054954466095,149.61306617242747,64.99372873099892,78.08130223513503,110.88449226874171,138.45212032714306
fepG,70.34526176661161,120.14955532959446,72.06161581525268,114.52448921191485,110.47910308550692,67.24732411516335,96.49376195210507,132.77467144711946,155.67364256755027
fes,59.98957151616445,181.5680350998426,58.11224803125562,104.4534833937344,265.0973084824479,55.17095271132908,68.45787480145381,233.4893631357292,166.15714599819572
fetA,76.7867887718195,116.82825092269849,45.98452285012349,90.84681972194656,47.037177301531685,88.01283184419137,73.31329012676674,199.64403613216913,71.15432884654184
fetB,60.98770414825117,151.14945311684102,100.01594763172909,138.58770284942622,253.49420321117768,34.25091198426376,58.6269834314143,137.9759319069802,99.31394385242169
ffh,608.1893284855337,367.3933685404046,594.4090124633891,607.8959193586761,393.37170656047465,641.4851014314957,804.9236767104733,348.65256602499556,615.223788036389
fhlA,51.19648637531878,194.37027426239078,54.105938379520545,101.2524369984024,32.52013331704164,64.43440232195415,62.7951477019534,176.0217194116362,79.17886576978785
fhuA,91.01532413753046,120.99603504652433,105.48821809627111,168.60268662162815,237.05228145727,102.63741301681733,193.94514804945644,153.68480755484197,161.04611430900835
fhuB,44.319753890442676,101.53400534048387,47.859797232949575,110.02820822036144,156.96327413710517,57.51026292720181,119.37850659946291,173.63285908263344,126.52359269560664
fhuC,27.879560509616024,115.71497459811644,33.13167279312746,90.50833290264663,148.6657733118185,59.00834738957908,67.51277976614938,69.51736744402537,120.69217699976258
fhuD,56.18153860271108,64.02039781202436,21.503642176476117,95.07193633661224,143.17039825112676,78.87519324638203,73.04616399347464,130.7488264452275,103.24303085668417
fhuE,47.63934431333435,127.07415100361963,39.290945663062786,94.80503259209671,90.28560662315918,57.936347313818054,58.73829812439017,125.97943676824309,83.2981127651641
fhuF,56.30758650123639,77.66537323696792,23.500239395609245,136.48525482797038,130.96008633944322,60.806904719750996,75.48049153429943,210.9310236514534,135.21814632677118
fic,83.12909406117285,138.8519836837045,98.85256403514393,132.5170315714928,387.1370306142781,89.28251978454358,85.74747459831013,109.17108834957591,115.84862142699865
fieF,165.7309595858353,196.85782713615984,163.58300638868334,219.13974549166613,33.90427238319041,178.3559241016417,135.36523399967223,201.5033646098447,172.33820940219118
fimA,1543.8911053653067,1402.1620547899902,1498.0453758647582,988.8755987830929,968.9350083608631,1558.0779836058189,738.8862505554016,616.7241483450415,555.9032107957199
fimB,285.30867568893234,143.76917028970416,345.9839741230038,381.39880417100034,376.5595161166203,402.4024595755772,866.8219614370514,310.9536055799718,639.748203969391
fimC,142.80135291931333,201.87169994147106,115.30618686125096,192.2608591098697,282.89169145347637,106.58634991531933,81.38592656706119,196.8873561860277,70.49882968272556
fimD,132.49996599126658,141.46121727196862,136.87708643346286,190.99697288542268,135.449946741339,153.3423321128656,220.8799559383089,266.39993702192163,219.27188806031992
fimE,74.705892477646,107.60978728205274,78.56550348769576,193.70745038987602,277.7793505766836,67.44363461632433,103.28269835595238,187.70387876896336,63.71991192972139
fimF,17.761149639324284,170.44262563992504,40.22086379755319,62.26092991299612,127.32458976672237,48.639782939220915,57.51930241480185,142.4307433842805,116.90329296793078
fimG,115.63451772964834,237.2835227073762,96.19659282402853,123.57152257331907,0.0,89.50341197533946,143.27253121514235,224.90799406126763,188.00822066450152
fimH,62.16823853346777,164.4912106014616,97.19157701754406,120.39393296509213,124.31566540503152,81.76051341143312,59.097158883796354,198.02210729443073,115.65808719880384
fimI,473.54174286852384,374.42424740161175,410.12994957553235,382.32775045812525,363.79598195611305,553.2767346045131,225.25789856203406,146.5632083105074,195.64748413189122
fimZ,20.02927832614388,67.80856925592482,48.819612646486824,76.39210771856227,0.0,15.471127524341245,53.05570765553363,136.13103947696064,36.87710973700915
fis,104.56977888993221,173.04523368992722,116.30464532008051,176.67214080366406,0.0,79.35926482948256,121.02746779310992,341.8147891353806,65.20612475159001
fiu,53.945667346136126,144.7187002231323,57.03191402220159,117.62210317244788,94.98913807752155,64.66671755371614,117.61013971697295,119.22761391784067,155.87134256075709
fixA,62.506153891674224,130.20568001667903,66.80245310252087,125.61555005550512,185.30817616441558,76.08023106847078,134.98158679174128,194.03009558689487,166.85736258696193
fixB,58.604210481373705,108.51814735388137,47.75028001279343,103.83211692192859,338.54783662885865,76.11313774280838,105.08220268308187,182.36427535629392,140.789827990289
fixC,40.5054666753421,97.52993200571343,47.00920287214754,102.9121882026773,185.35060019742025,52.417724231579236,48.587267452673174,236.49732783389507,145.9076610169507
fixX,40.30414725846665,184.82621500140667,55.31985366367646,99.07496523499591,199.32003881524054,18.58781488857936,74.51648659591682,145.74991947934515,162.1056282189361
fklB,111.37184653064212,217.36068770703235,173.83870056831464,171.3102241688725,34.921127573427,135.31224487610373,156.2147951285855,177.7696776947845,120.84395945810972
fkpA,328.8920398318733,270.2301202154328,320.05129232472854,240.10844540913857,290.27666169402806,199.47321707750353,324.7169154229568,318.42887621346927,317.75095833911007
fkpB,73.92932154267311,133.97694439147054,75.54021396833062,100.446772445942,232.45145860052935,81.35648723175737,96.32640614151259,112.18249309000521,150.24189779817243
fldA,193.22569387836307,288.5027282672678,217.1409334922566,190.39960724430762,240.23507503155164,214.53106620540458,114.87838393151233,195.01519876576305,201.56863049345168
fldB,222.89715593844932,201.7822832028528,183.78557804555533,326.0013113369029,41.54410004424937,211.5225896913806,297.7705391028113,218.9237739346445,219.61896604680382
flgA,324.5792430516255,426.3615874582726,386.0250603615793,316.65883119339077,32.857606398633585,370.8401211135718,206.69915993565274,474.05788788283917,176.3185257233842
flgB,539.238837626638,397.50880170063806,493.8851137802998,607.4441283002323,189.66472758246388,622.5336733688371,318.01975185098127,391.5611566071413,136.83736482749518
flgC,919.7022555360577,876.0969587711828,706.0593736568544,618.1600395004018,730.7417126737507,899.7011393104639,406.21783420815603,448.3647057972532,398.7665033915688
flgD,324.5178753397228,322.14839047533206,309.6201559987219,269.53252312769945,76.97877361140323,410.4568634980949,255.2624500334342,229.2854574097066,154.7767147592294
flgE,565.9725237493433,514.0891579063814,487.81063054366734,370.86450529175505,222.63174558817266,490.96856096794716,255.26707564585794,392.7748510554541,302.0608430534485
flgF,631.2488551343063,716.7998112167728,574.1819294057453,452.6419428181269,572.016873298341,744.3515851567414,340.08411533208454,282.51085714058087,223.9173333704951
flgG,395.23213042292736,239.28962449525082,342.3121503754724,374.1372029342772,185.726564903703,515.0678746529084,502.0158121838218,354.7179163428651,256.8294193186856
flgH,170.21150601858872,214.51716478436506,132.82659550680583,249.43733406473385,76.64839260877919,244.6364083865181,222.67369764504122,149.46731263465773,214.71845156934518
flgI,76.58102609454161,177.19912981480252,108.01287425344175,90.76666108855551,74.3547248622245,116.34172693838498,120.15812217374047,229.7137461339805,177.47958033053155
flgJ,125.23991163572664,197.10133117452207,133.9194876083993,116.93855524306964,48.750888474555644,143.7153938413395,116.12328500195318,181.38276687751946,180.80571130434765
flgK,179.5825038951282,259.19828854347395,215.96046572454617,187.16323443747544,209.50427437514332,240.19158066282833,135.00328360869986,253.19121675784245,245.16997202163176
flgL,408.65435921994253,350.6157276118972,346.53191351586014,369.9853201010805,410.5073503817448,577.8960458250265,283.7693487346947,287.25975319543113,190.49393739550166
flgM,151.22868082112703,191.13950150960173,175.8867690728292,73.4896720149695,143.1850074754381,159.73403397045158,97.5205750025728,152.83889785193583,94.69027172153727
flgN,242.0734188884677,98.86931013337845,214.58229518363808,221.56166824273296,42.827519131524106,293.44017852403255,133.4305807284951,169.39565325473154,73.39458658929289
flhA,84.28061632444559,132.3646626615652,94.933129977254,161.23188648132697,170.57730305919955,109.92899547654604,95.64546038865466,200.21469954299806,141.05814742180692
flhB,104.03010034635926,202.6354076056172,117.14440966684705,164.64074359396585,129.89629683625074,125.33164195769662,100.03431513810717,200.52705131573538,197.29200217698886
flhC,188.36446024423273,198.2561595968965,154.8995437943787,146.77626376184926,147.61387330565657,88.47002020882562,82.4691414120172,132.21987171685404,112.58735168873028
flhD,59.250541268856935,156.07714653182785,117.585259246223,87.54553141080507,61.78353339914008,45.10408162536792,56.415216097826075,138.55544135752498,35.46926566157918
flhE,113.39661933134562,251.13042564752652,89.64175287012168,169.4688043039008,136.3288204415691,128.72739326476665,129.02307619431156,177.38780259597334,188.31201731013982
fliA,480.48301267414877,382.00686135038745,536.5072014796208,488.99211206849424,88.58668391788467,704.3284246311359,300.2224195339158,312.81656727020686,278.10121107781924
